country,reference_date,Rt
Spain,2022-05-24,1.19971150521437
Spain,2022-05-25,1.1783165104103073
Spain,2022-05-26,1.2283463517039497
Spain,2022-05-27,1.3498010290952964
Spain,2022-05-28,1.5426805425843484
Spain,2022-05-29,1.806984892171105
Spain,2022-05-30,2.1230847281215817
Spain,2022-05-31,2.3732039520318695
Spain,2022-06-01,2.537713214167983
Spain,2022-06-02,2.616612514529923
Spain,2022-06-03,2.6099018531176887
Spain,2022-06-04,2.5175812299312814
Spain,2022-06-05,2.3396506449706993
Spain,2022-06-06,2.0922654415121564
Spain,2022-06-07,1.872357679212929
Spain,2022-06-08,1.696082701349229
Spain,2022-06-09,1.5634405079210576
Spain,2022-06-10,1.4744310989284135
Spain,2022-06-11,1.4290544743712976
Spain,2022-06-12,1.4273106342497093
Spain,2022-06-13,1.462544835422316
Spain,2022-06-14,1.4948286190411193
Spain,2022-06-15,1.5175072419647855
Spain,2022-06-16,1.530580704193315
Spain,2022-06-17,1.534049005726708
Spain,2022-06-18,1.5279121465649643
Spain,2022-06-19,1.5121701267080838
Spain,2022-06-20,1.4877031146270088
Spain,2022-06-21,1.4597921211473925
Spain,2022-06-22,1.4293173147401768
Spain,2022-06-23,1.3962786954053623
Spain,2022-06-24,1.3606762631429483
Spain,2022-06-25,1.3225100179529357
Spain,2022-06-26,1.2817799598353232
Spain,2022-06-27,1.2401117583238632
Spain,2022-06-28,1.2072594306210611
Spain,2022-06-29,1.184848646260668
Spain,2022-06-30,1.1728794052426839
Spain,2022-07-01,1.171351707567109
Spain,2022-07-02,1.180265553233943
Spain,2022-07-03,1.199620942243186
Spain,2022-07-04,1.226490663624801
Spain,2022-07-05,1.2433114515585642
Spain,2022-07-06,1.2471560950744385
Spain,2022-07-07,1.2380245941724237
Spain,2022-07-08,1.21591694885252
Spain,2022-07-09,1.1808331591147276
Spain,2022-07-10,1.1327732249590459
Spain,2022-07-11,1.0749060984083596
Spain,2022-07-12,1.0262454915999737
Spain,2022-07-13,0.9899603565567722
Spain,2022-07-14,0.9660506932787553
Spain,2022-07-15,0.9545165017659227
Spain,2022-07-16,0.955357782018275
Spain,2022-07-17,0.9685745340358114
Spain,2022-07-18,0.9908794037688706
Spain,2022-07-19,1.0025482669194818
Spain,2022-07-20,1.0002937694379825
Spain,2022-07-21,0.9841159113243731
Spain,2022-07-22,0.9540146925786537
Spain,2022-07-23,0.909990113200824
Spain,2022-07-24,0.8520421731908839
Spain,2022-07-25,0.7841654901144168
Spain,2022-07-26,0.7303277693649208
Spain,2022-07-27,0.6945236285079782
Spain,2022-07-28,0.6767530675435895
Spain,2022-07-29,0.6770160864717546
Spain,2022-07-30,0.6953126852924736
Spain,2022-07-31,0.7316428640057461
Spain,2022-08-01,0.7818163548173602
Spain,2022-08-02,0.820691550962043
Spain,2022-08-03,0.8440781846455822
Spain,2022-08-04,0.8519762558679775
Spain,2022-08-05,0.8443857646292294
Spain,2022-08-06,0.8213067109293376
Spain,2022-08-07,0.782739094768302
Spain,2022-08-08,0.731646798344143
Spain,2022-08-09,0.6858131148449809
Spain,2022-08-10,0.6482019264688355
Spain,2022-08-11,0.6188132332157069
Spain,2022-08-12,0.5976470350855954
Spain,2022-08-13,0.5847033320785007
Spain,2022-08-14,0.5799821241944227
Spain,2022-08-15,0.5829523236222289
Spain,2022-08-16,0.5904274034951231
Spain,2022-08-17,0.6018762760019721
Spain,2022-08-18,0.6172989411427763
Spain,2022-08-19,0.6366953989175355
Spain,2022-08-20,0.6600656493262498
Spain,2022-08-21,0.687409692368919
Spain,2022-08-22,0.7173953182937938
Spain,2022-08-23,0.7420292685903763
Spain,2022-08-24,0.7599793335069176
Spain,2022-08-25,0.7712455130434172
Spain,2022-08-26,0.775827807199875
Spain,2022-08-27,0.7737262159762915
Spain,2022-08-28,0.7649407393726664
Spain,2022-08-29,0.7494713773889996
Spain,2022-08-30,0.7273181300252913
Spain,2022-08-31,0.6984809972815413
Spain,2022-09-01,0.66295997915775
The United Kingdom,2022-05-05,4.302773925431176
The United Kingdom,2022-05-06,4.083033295362305
The United Kingdom,2022-05-07,3.8722624561243504
The United Kingdom,2022-05-08,3.6704614077173106
The United Kingdom,2022-05-09,3.4776301501411875
The United Kingdom,2022-05-10,3.293768683395979
The United Kingdom,2022-05-11,3.1188770074816863
The United Kingdom,2022-05-12,2.95295512239831
